date,series_id,kind,name,value,lower,upper
2002-05-01,australia,observed,target,12630.0,,
2002-06-01,australia,observed,target,10530.0,,
2002-07-01,australia,observed,target,19390.0,,
2002-08-01,australia,observed,target,14980.0,,
2002-09-01,australia,observed,target,12880.0,,
2002-10-01,australia,observed,target,14720.0,,
2002-11-01,australia,observed,target,17770.0,,
2002-12-01,australia,observed,target,18160.0,,
2003-01-01,australia,observed,target,20840.0,,
2003-02-01,australia,observed,target,27030.0,,
2003-03-01,australia,observed,target,14260.0,,
2003-04-01,australia,observed,target,9480.0,,
2003-05-01,australia,observed,target,3100.0,,
2003-06-01,australia,observed,target,4520.0,,
2003-07-01,australia,observed,target,11340.0,,
2003-08-01,australia,observed,target,12130.0,,
2003-09-01,australia,observed,target,14970.0,,
2003-10-01,australia,observed,target,16670.0,,
2003-11-01,australia,observed,target,19760.0,,
2003-12-01,australia,observed,target,22040.0,,
2004-01-01,australia,observed,target,31210.0,,
2004-02-01,australia,observed,target,23390.0,,
2004-03-01,australia,observed,target,17540.0,,
2004-04-01,australia,observed,target,17690.0,,
2004-05-01,australia,observed,target,16220.0,,
2004-06-01,australia,observed,target,13930.0,,
2004-07-01,australia,observed,target,26040.0,,
2004-08-01,australia,observed,target,17410.0,,
2004-09-01,australia,observed,target,16370.0,,
2004-10-01,australia,observed,target,21390.0,,
2004-11-01,australia,observed,target,24150.0,,
2004-12-01,australia,observed,target,24870.0,,
2005-01-01,australia,observed,target,37780.0,,
2005-02-01,australia,observed,target,38480.0,,
2005-03-01,australia,observed,target,17170.0,,
2005-04-01,australia,observed,target,18720.0,,
2005-05-01,australia,observed,target,15640.0,,
2005-06-01,australia,observed,target,14120.0,,
2005-07-01,australia,observed,target,28560.0,,
2005-08-01,australia,observed,target,20620.0,,
2005-09-01,australia,observed,target,17120.0,,
2005-10-01,australia,observed,target,19310.0,,
2005-11-01,australia,observed,target,29060.0,,
2005-12-01,australia,observed,target,26150.0,,
2006-01-01,australia,observed,target,32210.0,,
2006-02-01,australia,observed,target,35040.0,,
2006-03-01,australia,observed,target,21350.0,,
2006-04-01,australia,observed,target,24180.0,,
2006-05-01,australia,observed,target,19810.0,,
2006-06-01,australia,observed,target,16730.0,,
2006-07-01,australia,observed,target,31740.0,,
2006-08-01,australia,observed,target,22980.0,,
2006-09-01,australia,observed,target,21440.0,,
2006-10-01,australia,observed,target,23470.0,,
2006-11-01,australia,observed,target,29420.0,,
2006-12-01,australia,observed,target,27200.0,,
2007-01-01,australia,observed,target,28110.0,,
2007-02-01,australia,observed,target,53620.0,,
2007-03-01,australia,observed,target,31630.0,,
2007-04-01,australia,observed,target,26560.0,,
2007-05-01,australia,observed,target,19590.0,,
2007-06-01,australia,observed,target,19190.0,,
2007-07-01,australia,observed,target,32930.0,,
2007-08-01,australia,observed,target,29090.0,,
2007-09-01,australia,observed,target,23360.0,,
2007-10-01,australia,observed,target,25410.0,,
2007-11-01,australia,observed,target,34760.0,,
2007-12-01,australia,observed,target,30360.0,,
2008-01-01,australia,observed,target,35390.0,,
2008-02-01,australia,observed,target,55920.0,,
2008-03-01,australia,observed,target,29640.0,,
2008-04-01,australia,observed,target,35330.0,,
2008-05-01,australia,observed,target,23030.0,,
2008-06-01,australia,observed,target,17980.0,,
2008-07-01,australia,observed,target,34370.0,,
2008-08-01,australia,observed,target,21830.0,,
2008-09-01,australia,observed,target,19290.0,,
2008-10-01,australia,observed,target,21130.0,,
2008-11-01,australia,observed,target,28890.0,,
2008-12-01,australia,observed,target,31560.0,,
2009-01-01,australia,observed,target,54160.0,,
2009-02-01,australia,observed,target,46470.0,,
2009-03-01,australia,observed,target,33940.0,,
2009-04-01,australia,observed,target,30720.0,,
2009-05-01,australia,observed,target,18700.0,,
2009-06-01,australia,observed,target,14110.0,,
2009-07-01,australia,observed,target,30190.0,,
2009-08-01,australia,observed,target,23020.0,,
2009-09-01,australia,observed,target,22630.0,,
2009-10-01,australia,observed,target,26750.0,,
2009-11-01,australia,observed,target,31210.0,,
2009-12-01,australia,observed,target,30790.0,,
2010-01-01,australia,observed,target,36830.0,,
2010-02-01,australia,observed,target,72940.0,,
2010-03-01,australia,observed,target,35130.0,,
2010-04-01,australia,observed,target,32220.0,,
2010-05-01,australia,observed,target,25910.0,,
2010-06-01,australia,observed,target,22820.0,,
2010-07-01,australia,observed,target,47700.0,,
2010-08-01,australia,observed,target,36790.0,,
2010-09-01,australia,observed,target,29080.0,,
2010-10-01,australia,observed,target,28790.0,,
2010-11-01,australia,observed,target,42210.0,,
2010-12-01,australia,observed,target,41390.0,,
2011-01-01,australia,observed,target,59880.0,,
2011-02-01,australia,observed,target,77980.0,,
2011-02-01,australia,signal,search_index,2088.61,,
2011-03-01,australia,observed,target,41330.0,,
2011-03-01,australia,signal,search_index,2183.71,,
2011-04-01,australia,observed,target,35080.0,,
2011-04-01,australia,signal,search_index,2318.82,,
2011-05-01,australia,observed,target,30210.0,,
2011-05-01,australia,signal,search_index,2660.8,,
2011-06-01,australia,observed,target,27930.0,,
2011-06-01,australia,signal,search_index,2695.349999999999,,
2011-07-01,australia,observed,target,53940.0,,
2011-07-01,australia,signal,search_index,2707.14,,
2011-08-01,australia,observed,target,44350.0,,
2011-08-01,australia,signal,search_index,2730.88,,
2011-09-01,australia,observed,target,34110.0,,
2011-09-01,australia,signal,search_index,2856.97,,
2011-10-01,australia,observed,target,37720.0,,
2011-10-01,australia,signal,search_index,2899.61,,
2011-11-01,australia,observed,target,50480.0,,
2011-11-01,australia,signal,search_index,2912.41,,
2011-12-01,australia,observed,target,47530.0,,
2011-12-01,australia,signal,search_index,2958.56,,
2012-01-01,australia,observed,target,77400.0,,
2012-01-01,australia,signal,search_index,2843.07,,
2012-02-01,australia,observed,target,67650.0,,
2012-02-01,australia,signal,search_index,2902.55,,
2012-03-01,australia,observed,target,54400.0,,
2012-03-01,australia,signal,search_index,3262.79,,
2012-04-01,australia,observed,target,47360.0,,
2012-04-01,australia,signal,search_index,3235.9,,
2012-05-01,australia,observed,target,35040.0,,
2012-05-01,australia,signal,search_index,3130.78,,
2012-06-01,australia,observed,target,33830.0,,
2012-06-01,australia,signal,search_index,3136.64,,
2012-07-01,australia,observed,target,60780.0,,
2012-07-01,australia,signal,search_index,3115.13,,
2012-08-01,australia,observed,target,51980.0,,
2012-08-01,australia,signal,search_index,3701.98,,
2012-09-01,australia,observed,target,43610.0,,
2012-09-01,australia,signal,search_index,3820.32,,
2012-10-01,australia,observed,target,44860.0,,
2012-10-01,australia,signal,search_index,3382.13,,
2012-11-01,australia,observed,target,57170.0,,
2012-11-01,australia,signal,search_index,3658.61,,
2012-12-01,australia,observed,target,54020.0,,
2012-12-01,australia,signal,search_index,3807.76,,
2013-01-01,australia,observed,target,58320.0,,
2013-01-01,australia,signal,search_index,3671.35,,
2013-02-01,australia,observed,target,112060.0,,
2013-02-01,australia,signal,search_index,3967.86,,
2013-03-01,australia,observed,target,63110.0,,
2013-03-01,australia,signal,search_index,3768.25,,
2013-04-01,australia,observed,target,58900.0,,
2013-04-01,australia,signal,search_index,3945.45,,
2013-05-01,australia,observed,target,45400.0,,
2013-05-01,australia,signal,search_index,3877.04,,
2013-06-01,australia,observed,target,39420.0,,
2013-06-01,australia,signal,search_index,3970.57,,
2013-07-01,australia,observed,target,73130.0,,
2013-07-01,australia,signal,search_index,4077.06,,
2013-08-01,australia,observed,target,61540.0,,
2013-08-01,australia,signal,search_index,4069.16,,
2013-09-01,australia,observed,target,58340.0,,
2013-09-01,australia,signal,search_index,4165.17,,
2013-10-01,australia,observed,target,43010.0,,
2013-10-01,australia,signal,search_index,4046.83,,
2013-11-01,australia,observed,target,51970.0,,
2013-11-01,australia,signal,search_index,4192.65,,
2013-12-01,australia,observed,target,55560.0,,
2013-12-01,australia,signal,search_index,4300.9,,
2014-01-01,australia,observed,target,97720.0,,
2014-01-01,australia,signal,search_index,4147.56,,
2014-02-01,australia,observed,target,105950.0,,
2014-02-01,australia,signal,search_index,4123.25,,
2014-03-01,australia,observed,target,70130.0,,
2014-03-01,australia,signal,search_index,4691.24,,
2014-04-01,australia,observed,target,61120.0,,
2014-04-01,australia,signal,search_index,4628.03,,
2014-05-01,australia,observed,target,49080.0,,
2014-05-01,australia,signal,search_index,4942.9,,
2014-06-01,australia,observed,target,46180.0,,
2014-06-01,australia,signal,search_index,4671.87,,
2014-07-01,australia,observed,target,83430.0,,
2014-07-01,australia,signal,search_index,4861.940000000001,,
2014-08-01,australia,observed,target,73870.0,,
2014-08-01,australia,signal,search_index,5260.99,,
2014-09-01,australia,observed,target,62330.0,,
2014-09-01,australia,signal,search_index,4839.639999999999,,
2014-10-01,australia,observed,target,59110.0,,
2014-10-01,australia,signal,search_index,4828.4,,
2014-11-01,australia,observed,target,70590.0,,
2014-11-01,australia,signal,search_index,4966.870000000001,,
2014-12-01,australia,observed,target,71520.0,,
2014-12-01,australia,signal,search_index,5151.0,,
2015-01-01,australia,observed,target,74160.0,,
2015-01-01,australia,signal,search_index,6129.62,,
2015-02-01,australia,observed,target,165510.0,,
2015-02-01,australia,signal,search_index,5179.84,,
2015-03-01,australia,observed,target,83780.0,,
2015-03-01,australia,signal,search_index,4843.57,,
2015-04-01,australia,observed,target,73360.0,,
2015-04-01,australia,signal,search_index,5160.77,,
2015-05-01,australia,observed,target,62710.0,,
2015-05-01,australia,signal,search_index,5216.99,,
2015-06-01,australia,observed,target,55590.0,,
2015-06-01,australia,signal,search_index,5576.65,,
2015-07-01,australia,observed,target,95300.0,,
2015-07-01,australia,signal,search_index,5826.61,,
2015-08-01,australia,observed,target,85940.0,,
2015-08-01,australia,signal,search_index,6334.280000000001,,
2015-09-01,australia,observed,target,77030.0,,
2015-09-01,australia,signal,search_index,7207.55,,
2015-10-01,australia,observed,target,76530.0,,
2015-10-01,australia,signal,search_index,6864.33,,
2015-11-01,australia,observed,target,87900.0,,
2015-11-01,australia,signal,search_index,6920.75,,
2015-12-01,australia,observed,target,94090.0,,
2015-12-01,australia,signal,search_index,7327.370000000001,,
2016-01-01,australia,observed,target,115290.0,,
2016-01-01,australia,signal,search_index,6266.9,,
2016-02-01,australia,observed,target,175010.0,,
2016-02-01,australia,signal,search_index,6776.42,,
2016-03-01,australia,observed,target,102650.0,,
2016-03-01,australia,signal,search_index,5934.9,,
2016-04-01,australia,observed,target,97900.0,,
2016-04-01,australia,signal,search_index,6533.29,,
2016-05-01,australia,observed,target,71990.0,,
2016-05-01,australia,signal,search_index,5704.83,,
2016-06-01,australia,observed,target,66050.0,,
2016-06-01,australia,signal,search_index,5954.23,,
2016-07-01,australia,observed,target,119790.0,,
2016-07-01,australia,signal,search_index,6041.3,,
2016-08-01,australia,observed,target,94370.0,,
2016-08-01,australia,signal,search_index,6640.77,,
2016-09-01,australia,observed,target,82390.0,,
2016-09-01,australia,signal,search_index,6540.8,,
2016-10-01,australia,observed,target,86290.0,,
2016-10-01,australia,signal,search_index,5788.07,,
2016-11-01,australia,observed,target,97090.0,,
2016-11-01,australia,signal,search_index,5861.8,,
2016-12-01,australia,observed,target,99420.0,,
2016-12-01,australia,signal,search_index,6118.17,,
2017-01-01,australia,observed,target,166870.0,,
2017-01-01,australia,signal,search_index,5869.02,,
2017-02-01,australia,observed,target,143430.0,,
2017-02-01,australia,signal,search_index,5757.68,,
2017-03-01,australia,observed,target,111130.0,,
2017-03-01,australia,signal,search_index,6456.18,,
2017-04-01,australia,observed,target,101810.0,,
2017-04-01,australia,signal,search_index,6235.65,,
2017-05-01,australia,observed,target,80110.0,,
2017-05-01,australia,signal,search_index,5714.34,,
2017-06-01,australia,observed,target,76370.0,,
2017-06-01,australia,signal,search_index,5964.46,,
2017-07-01,australia,observed,target,149830.0,,
2017-07-01,australia,signal,search_index,6232.73,,
2017-08-01,australia,observed,target,116380.0,,
2017-08-01,australia,signal,search_index,7169.91,,
2017-09-01,australia,observed,target,97690.0,,
2017-09-01,australia,signal,search_index,7164.41,,
2017-10-01,australia,observed,target,100400.0,,
2017-10-01,australia,signal,search_index,6536.83,,
2017-11-01,australia,observed,target,101350.0,,
2017-11-01,australia,signal,search_index,5944.03,,
2017-12-01,australia,observed,target,111540.0,,
2017-12-01,australia,signal,search_index,5984.23,,
2018-01-01,australia,observed,target,118310.0,,
2018-01-01,australia,signal,search_index,6124.190000000001,,
2018-02-01,australia,observed,target,227410.0,,
2018-02-01,australia,signal,search_index,6005.96,,
2018-03-01,australia,observed,target,122490.0,,
2018-03-01,australia,signal,search_index,6155.82,,
2018-04-01,australia,observed,target,109260.0,,
2018-04-01,australia,signal,search_index,6173.84,,
2018-05-01,australia,observed,target,89540.0,,
2018-05-01,australia,signal,search_index,6223.869999999999,,
2018-06-01,australia,observed,target,77360.0,,
2018-06-01,australia,signal,search_index,5891.42,,
2018-07-01,australia,observed,target,153500.0,,
2018-07-01,australia,signal,search_index,5581.97,,
2018-08-01,australia,observed,target,117060.0,,
2018-08-01,australia,signal,search_index,5842.81,,
2018-09-01,australia,observed,target,97640.0,,
2018-09-01,australia,signal,search_index,5730.9,,
2018-10-01,australia,observed,target,101320.0,,
2018-10-01,australia,signal,search_index,5497.23,,
2018-11-01,australia,observed,target,102910.0,,
2018-11-01,australia,signal,search_index,5287.540000000001,,
2018-12-01,australia,observed,target,115340.0,,
2018-12-01,australia,signal,search_index,5894.809999999999,,
2019-01-01,australia,observed,target,142850.0,,
2019-01-01,australia,signal,flight_capacity,1783.0,,
2019-01-01,australia,signal,search_index,5635.96,,
2019-02-01,australia,observed,target,206280.0,,
2019-02-01,australia,signal,flight_capacity,1634.0,,
2019-02-01,australia,signal,search_index,5780.67,,
2019-03-01,australia,observed,target,124370.0,,
2019-03-01,australia,signal,flight_capacity,1406.0,,
2019-03-01,australia,signal,search_index,6441.68,,
2019-04-01,australia,observed,target,96240.0,,
2019-04-01,australia,signal,flight_capacity,1279.0,,
2019-04-01,australia,signal,search_index,6508.68,,
2019-05-01,australia,observed,target,94690.0,,
2019-05-01,australia,signal,flight_capacity,1236.0,,
2019-05-01,australia,signal,search_index,6479.66,,
2019-06-01,australia,observed,target,80680.0,,
2019-06-01,australia,signal,flight_capacity,1206.0,,
2019-06-01,australia,signal,search_index,5609.93,,
2019-07-01,australia,observed,target,150390.0,,
2019-07-01,australia,signal,flight_capacity,1282.0,,
2019-07-01,australia,signal,search_index,5654.6,,
2019-08-01,australia,observed,target,128280.0,,
2019-08-01,australia,signal,flight_capacity,1273.0,,
2019-08-01,australia,signal,search_index,5624.389999999999,,
2019-09-01,australia,observed,target,98990.0,,
2019-09-01,australia,signal,flight_capacity,1174.0,,
2019-09-01,australia,signal,search_index,6407.71,,
2019-10-01,australia,observed,target,102710.0,,
2019-10-01,australia,signal,flight_capacity,1259.0,,
2019-10-01,australia,signal,search_index,4611.030000000001,,
2019-11-01,australia,observed,target,101390.0,,
2019-11-01,australia,signal,flight_capacity,1439.0,,
2019-11-01,australia,signal,search_index,4498.81,,
2019-12-01,australia,observed,target,111800.0,,
2019-12-01,australia,signal,flight_capacity,1564.0,,
2019-12-01,australia,signal,search_index,4826.67,,
2020-01-01,australia,observed,target,156610.0,,
2020-01-01,australia,signal,flight_capacity,1696.0,,
2020-01-01,australia,signal,search_index,4834.549999999999,,
2020-02-01,australia,observed,target,21330.0,,
2020-02-01,australia,signal,flight_capacity,350.0,,
2020-02-01,australia,signal,search_index,4812.360000000001,,
2020-03-01,australia,observed,target,27940.0,,
2020-03-01,australia,signal,flight_capacity,271.0,,
2020-03-01,australia,signal,search_index,5269.24,,
2020-04-01,australia,observed,target,50.0,,
2020-04-01,australia,signal,flight_capacity,239.0,,
2020-04-01,australia,signal,search_index,4573.84,,
2020-05-01,australia,observed,target,90.0,,
2020-05-01,australia,signal,flight_capacity,238.0,,
2020-05-01,australia,signal,search_index,3188.69,,
2020-06-01,australia,observed,target,180.0,,
2020-06-01,australia,signal,flight_capacity,254.0,,
2020-06-01,australia,signal,search_index,2961.29,,
2020-07-01,australia,observed,target,130.0,,
2020-07-01,australia,signal,flight_capacity,209.0,,
2020-07-01,australia,signal,search_index,2861.87,,
2020-08-01,australia,observed,target,160.0,,
2020-08-01,australia,signal,flight_capacity,246.0,,
2020-08-01,australia,signal,search_index,3106.54,,
2020-09-01,australia,observed,target,200.0,,
2020-09-01,australia,signal,flight_capacity,185.0,,
2020-09-01,australia,signal,search_index,2916.4,,
2020-10-01,australia,observed,target,340.0,,
2020-10-01,australia,signal,flight_capacity,174.0,,
2020-10-01,australia,signal,search_index,2808.29,,
2020-11-01,australia,observed,target,340.0,,
2020-11-01,australia,signal,flight_capacity,181.0,,
2020-11-01,australia,signal,search_index,2731.36,,
2020-12-01,australia,observed,target,320.0,,
2020-12-01,australia,signal,flight_capacity,173.0,,
2020-12-01,australia,signal,search_index,2911.13,,
2021-01-01,australia,observed,target,380.0,,
2021-01-01,australia,signal,flight_capacity,137.0,,
2021-01-01,australia,signal,search_index,2814.97,,
2021-02-01,australia,observed,target,250.0,,
2021-02-01,australia,signal,flight_capacity,103.0,,
2021-02-01,australia,signal,search_index,2752.51,,
2021-03-01,australia,observed,target,260.0,,
2021-03-01,australia,signal,flight_capacity,132.0,,
2021-03-01,australia,signal,search_index,2716.25,,
2021-04-01,australia,observed,target,310.0,,
2021-04-01,australia,signal,flight_capacity,106.0,,
2021-04-01,australia,signal,search_index,2797.17,,
2021-05-01,australia,observed,target,360.0,,
2021-05-01,australia,signal,flight_capacity,97.0,,
2021-05-01,australia,signal,search_index,2759.83,,
2021-06-01,australia,observed,target,360.0,,
2021-06-01,australia,signal,flight_capacity,89.0,,
2021-06-01,australia,signal,search_index,2745.94,,
2021-07-01,australia,observed,target,250.0,,
2021-07-01,australia,signal,flight_capacity,80.0,,
2021-07-01,australia,signal,search_index,2710.7,,
2021-08-01,australia,observed,target,270.0,,
2021-08-01,australia,signal,flight_capacity,66.0,,
2021-08-01,australia,signal,search_index,2851.16,,
2021-09-01,australia,observed,target,140.0,,
2021-09-01,australia,signal,flight_capacity,73.0,,
2021-09-01,australia,signal,search_index,2938.73,,
2021-10-01,australia,observed,target,160.0,,
2021-10-01,australia,signal,flight_capacity,52.0,,
2021-10-01,australia,signal,search_index,2870.07,,
2021-11-01,australia,observed,target,1030.0,,
2021-11-01,australia,signal,flight_capacity,60.0,,
2021-11-01,australia,signal,search_index,2614.96,,
2021-12-01,australia,observed,target,2780.0,,
2021-12-01,australia,signal,flight_capacity,54.0,,
2021-12-01,australia,signal,search_index,2688.77,,
2022-01-01,australia,observed,target,3740.0,,
2022-01-01,australia,signal,flight_capacity,42.0,,
2022-01-01,australia,signal,search_index,2725.65,,
2022-02-01,australia,observed,target,7720.0,,
2022-02-01,australia,signal,flight_capacity,29.0,,
2022-02-01,australia,signal,search_index,2712.99,,
2022-03-01,australia,observed,target,5130.0,,
2022-03-01,australia,signal,flight_capacity,37.0,,
2022-03-01,australia,signal,search_index,3046.36,,
2022-04-01,australia,observed,target,3550.0,,
2022-04-01,australia,signal,flight_capacity,36.0,,
2022-04-01,australia,signal,search_index,3106.69,,
2022-05-01,australia,observed,target,4250.0,,
2022-05-01,australia,signal,flight_capacity,35.0,,
2022-05-01,australia,signal,search_index,3262.27,,
2022-06-01,australia,observed,target,6550.0,,
2022-06-01,australia,signal,flight_capacity,37.0,,
2022-06-01,australia,signal,search_index,3137.58,,
2022-07-01,australia,observed,target,12390.0,,
2022-07-01,australia,signal,flight_capacity,26.0,,
2022-07-01,australia,signal,search_index,3079.8,,
2022-08-01,australia,observed,target,8390.0,,
2022-08-01,australia,signal,flight_capacity,33.0,,
2022-08-01,australia,signal,search_index,3310.87,,
2022-09-01,australia,observed,target,7480.0,,
2022-09-01,australia,signal,flight_capacity,36.0,,
2022-09-01,australia,signal,search_index,3110.78,,
2022-10-01,australia,observed,target,7070.0,,
2022-10-01,australia,signal,flight_capacity,34.0,,
2022-10-01,australia,signal,search_index,3174.23,,
2022-11-01,australia,observed,target,9100.0,,
2022-11-01,australia,signal,flight_capacity,38.0,,
2022-11-01,australia,signal,search_index,3626.91,,
2022-12-01,australia,observed,target,13880.0,,
2022-12-01,australia,signal,flight_capacity,37.0,,
2022-12-01,australia,signal,search_index,4162.139999999999,,
2023-01-01,australia,base_forecast,legacy_ensemble,138689.2352913015,,
2023-01-01,australia,observed,target,14630.0,,
2023-01-01,australia,reference_forecast,legacy_average,14522.85714285714,,
2023-01-01,australia,signal,flight_capacity,86.0,,
2023-01-01,australia,signal,search_index,3769.14,,
2023-02-01,australia,base_forecast,legacy_ensemble,192804.1799464001,,
2023-02-01,australia,reference_forecast,legacy_average,55833.0420688762,,
2023-02-01,australia,signal,flight_capacity,309.0,,
2023-02-01,australia,signal,search_index,3892.25,,
